character_id,character_name,game,current_tag_1,current_tag_2,current_tag_3,alt_tag_1,alt_tag_2,alt_tag_3,confidence,review_reason,status,review_action,review_note
C385,ハオラン,燃烧吧！乙女道士,温柔,成熟可靠,陪伴成长,,,,A,V6_7_36_USER_REQUESTED_OTOMATE_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C386,ユーハン,燃烧吧！乙女道士,傲娇,毒舌,欢喜冤家,,,,A,V6_7_36_USER_REQUESTED_OTOMATE_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C387,ロンレイ,燃烧吧！乙女道士,成熟可靠,精英感,稳定恋爱,,,,A,V6_7_36_USER_REQUESTED_OTOMATE_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C388,シャオウ,燃烧吧！乙女道士,冷感,反差萌,慢热,,,,A,V6_7_36_USER_REQUESTED_OTOMATE_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C389,ウロ,燃烧吧！乙女道士,神秘系,危险系,宿命感,,,,A,V6_7_36_USER_REQUESTED_OTOMATE_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C390,樱井琉夏,心跳回忆 Girl's Side 3rd Story,阳光,脆弱感,宿命感,,,,A,V6_7_37_USER_REQUESTED_GS3_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C391,樱井琥一,心跳回忆 Girl's Side 3rd Story,冷感,反差萌,强守护,,,,A,V6_7_37_USER_REQUESTED_GS3_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C392,不二山岚,心跳回忆 Girl's Side 3rd Story,阳光,强者感,直球主动,,,,A,严格热血门槛人工巡检,HUMAN_CALIBRATED,REPLACE,热血→阳光; strict heat threshold
C393,新名旬平,心跳回忆 Girl's Side 3rd Story,阳光,色气,直球主动,,,,A,V6_7_37_USER_REQUESTED_GS3_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C394,绀野玉绪,心跳回忆 Girl's Side 3rd Story,理性沉稳,温柔,稳定恋爱,,,,A,V6_7_37_USER_REQUESTED_GS3_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C395,设乐圣司,心跳回忆 Girl's Side 3rd Story,傲娇,毒舌,慢热,,,,A,V6_7_37_USER_REQUESTED_GS3_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C396,春日太阳,心跳回忆 Girl's Side 3rd Story,少年感,阳光,直球主动,,,,A,V6_7_37_USER_REQUESTED_GS3_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C397,蓝泽秋吾,心跳回忆 Girl's Side 3rd Story,成熟可靠,温柔,治愈系,,,,A,V6_7_37_USER_REQUESTED_GS3_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C398,平健太,心跳回忆 Girl's Side 3rd Story,天然,温柔,陪伴成长,,,,A,V6_7_37_USER_REQUESTED_GS3_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C399,莲见达也,心跳回忆 Girl's Side 3rd Story,冷感,精英感,高拉扯,,,,A,V6_7_37_USER_REQUESTED_GS3_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C400,大迫力,心跳回忆 Girl's Side 3rd Story,热血,成熟可靠,陪伴成长,,,,A,V6_7_37_USER_REQUESTED_GS3_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C401,刘玄德,三国恋战记,成熟可靠,温柔,强守护,,,,A,V6_7_39_USER_REQUESTED_SANGOKU_RENSENKI_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C402,关云长,三国恋战记,理性沉稳,冷感,宿命感,,,,A,V6_7_39_USER_REQUESTED_SANGOKU_RENSENKI_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C403,张翼德,三国恋战记,阳光,天然,直球主动,,,,A,V6_7_39_USER_REQUESTED_SANGOKU_RENSENKI_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C404,赵子龙,三国恋战记,冷感,少年感,慢热,,,,A,V6_7_39_USER_REQUESTED_SANGOKU_RENSENKI_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C405,曹孟德,三国恋战记,腹黑,强者感,强占有,,,,A,V6_7_39_USER_REQUESTED_SANGOKU_RENSENKI_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C406,荀文若,三国恋战记,毒舌,理性沉稳,欢喜冤家,,,,A,V6_7_39_USER_REQUESTED_SANGOKU_RENSENKI_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C407,孙仲谋,三国恋战记,傲娇,少年感,陪伴成长,,,,A,V6_7_39_USER_REQUESTED_SANGOKU_RENSENKI_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C408,周公瑾,三国恋战记,温柔,神秘系,高拉扯,,,,A,V6_7_39_USER_REQUESTED_SANGOKU_RENSENKI_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C409,诸葛孔明,三国恋战记,腹黑,神秘系,宿命感,,,,A,V6_7_39_USER_REQUESTED_SANGOKU_RENSENKI_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C410,早安,三国恋战记,冷感,低表达,宿命感,,,,A,V6_7_39_USER_REQUESTED_SANGOKU_RENSENKI_EXPANSION,AUTO_PASS,AUTO_PASS,public route identity; hidden-role spoilers excluded
C411,雅火,UN:LOGICAL,冷感,危险系,控制型,,,,A,V6_7_50_USER_REQUESTED_UNLOGICAL_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C412,宗像戒,UN:LOGICAL,冷感,温柔,高拉扯,,,,A,V6_7_50_USER_REQUESTED_UNLOGICAL_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C413,永守蓝,UN:LOGICAL,成熟可靠,温柔,陪伴成长,,,,A,V6_7_50_USER_REQUESTED_UNLOGICAL_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C414,弥坂奏壹,UN:LOGICAL,温柔,理性沉稳,稳定恋爱,,,,A,V6_7_50_USER_REQUESTED_UNLOGICAL_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C415,尤里,UN:LOGICAL,阳光,成熟可靠,强守护,,,,A,V6_7_50_USER_REQUESTED_UNLOGICAL_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C416,柾木真之介,玻璃心公主,成熟可靠,温柔,强守护,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C417,乌丸幸斗,玻璃心公主,腹黑,精英感,高拉扯,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C418,朝比奈天马,玻璃心公主,阳光,热血,直球主动,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C419,星野彼方,玻璃心公主,天然,少年感,治愈系,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C420,道明寺凯,玻璃心公主,神秘系,危险系,宿命感,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C421,伊势屋惣一郎,吉原彼岸花,成熟可靠,温柔,稳定恋爱,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C422,朔夜,吉原彼岸花,少年感,脆弱感,救赎感,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C423,大月忍,吉原彼岸花,色气,阳光,直球主动,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C424,神乐屋彰人,吉原彼岸花,冷感,危险系,高拉扯,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C425,樱华屋时雨,吉原彼岸花,成熟可靠,腹黑,强占有,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C426,犬岛谣,妖怪米饭,热血,阳光,陪伴成长,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C427,犬岛咏,妖怪米饭,傲娇,少年感,欢喜冤家,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C428,伊吹萩之介,妖怪米饭,温柔,理性沉稳,稳定恋爱,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C429,花苏芳,妖怪米饭,神秘系,色气,高拉扯,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C430,芹野真夏,妖怪米饭,成熟可靠,阳光,强守护,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C431,木邑浅葱,妖怪米饭,神秘系,脆弱感,宿命感,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C432,鹰岭陆,绝对阶级学园,强者感,傲娇,高拉扯,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C433,鹭之宫怜,绝对阶级学园,温柔,神秘系,救赎感,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C434,加地壹波,绝对阶级学园,阳光,色气,直球主动,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C435,七濑十矢,绝对阶级学园,理性沉稳,成熟可靠,强守护,,,,B,严格热血门槛人工巡检,HUMAN_CALIBRATED,REPLACE,热血→理性沉稳; strict heat threshold
C436,五十岚晴,绝对阶级学园,少年感,脆弱感,陪伴成长,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C437,利兹·鲁涅·夏娜,CRAZY CHA!N,冷感,神秘系,宿命感,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C438,雷克斯·德·克拉谢尔,CRAZY CHA!N,危险系,强者感,控制型,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C439,瓦德斯,CRAZY CHA!N,成熟可靠,精英感,强守护,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C440,弗拉托尼斯·莱拉普斯,CRAZY CHA!N,冷感,危险系,高拉扯,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C441,克罗诺尔,CRAZY CHA!N,非人感,神秘系,宿命感,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C442,修德,悠久的钢刃列骑,神秘系,强者感,唯一例外,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C443,阿塔尔瓦,悠久的钢刃列骑,理性沉稳,成熟可靠,强守护,,,,B,严格热血门槛人工巡检,HUMAN_CALIBRATED,REPLACE,热血→理性沉稳; strict heat threshold
C444,亚久尔,悠久的钢刃列骑,理性沉稳,少年感,陪伴成长,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C445,罗,悠久的钢刃列骑,腹黑,危险系,高拉扯,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C446,克雷德尔,悠久的钢刃列骑,冷感,神秘系,宿命感,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C447,海濑隼人,麻烦清理专家咖啡店,阳光,脆弱感,陪伴成长,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C448,日向野骏,麻烦清理专家咖啡店,阳光,少年感,直球主动,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C449,月城苇夜,麻烦清理专家咖啡店,成熟可靠,腹黑,强守护,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C450,空闲巴,麻烦清理专家咖啡店,温柔,冷感,慢热,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C451,花丘槙尾,麻烦清理专家咖啡店,温柔,低表达,慢热,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C452,风见琉佳,麻烦清理专家咖啡店,毒舌,精英感,高拉扯,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C453,善知鸟全,麻烦清理专家咖啡店,色气,反差萌,直球主动,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C454,月城茅,麻烦清理专家咖啡店,理性沉稳,脆弱感,救赎感,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C455,东里环,花好似他,阳光,少年感,直球主动,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C456,栖川银之助,花好似他,毒舌,成熟可靠,高拉扯,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C457,市毛北斗,花好似他,成熟可靠,温柔,陪伴成长,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C458,美波天弥,花好似他,温柔,低表达,直球主动,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C459,箕轮斗斗丸,喧哗番长乙女,阳光,热血,陪伴成长,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C460,金春贵之,喧哗番长乙女,傲娇,少年感,欢喜冤家,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C461,吉良麟太郎,喧哗番长乙女,成熟可靠,冷感,慢热,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C462,未良子裕太,喧哗番长乙女,色气,腹黑,高拉扯,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C463,鬼岛凤凰,喧哗番长乙女,强者感,成熟可靠,强守护,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C464,宫之杜正,华彩煌煌,温柔,理性沉稳,稳定恋爱,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C465,宫之杜勇,华彩煌煌,阳光,精英感,陪伴成长,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C466,宫之杜茂,华彩煌煌,傲娇,少年感,欢喜冤家,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C467,宫之杜进,华彩煌煌,神秘系,腹黑,宿命感,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C468,宫之杜博,华彩煌煌,冷感,脆弱感,救赎感,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C469,宫之杜雅,华彩煌煌,阳光,成熟可靠,高拉扯,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C470,宫之杜守,华彩煌煌,神秘系,低表达,慢热,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C471,晴人,被囚禁的掌心,冷感,成熟可靠,慢热,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C472,葵,被囚禁的掌心,温柔,腹黑,高拉扯,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C473,千彰,被囚禁的掌心,阳光,色气,直球主动,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C474,雷恩,白与黑的爱丽丝,冷感,理性沉稳,慢热,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C475,斯诺,白与黑的爱丽丝,温柔,腹黑,高拉扯,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C476,米内特,白与黑的爱丽丝,阳光,天然,直球主动,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C477,杰克,白与黑的爱丽丝,腹黑,危险系,高拉扯,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C478,尼禄,白与黑的爱丽丝,少年感,神秘系,救赎感,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C479,卡侬,白与黑的爱丽丝,成熟可靠,强者感,强守护,,,,B,V6_7_51_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C480,斯巴,暗之眷属,阳光,热血,直球主动,,,,B,V6_7_52_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C481,奈杰,暗之眷属,温柔,低表达,慢热,,,,B,V6_7_52_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C482,雷,暗之眷属,色气,危险系,强占有,,,,B,V6_7_52_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C483,纳兹米,暗之眷属,神秘系,成熟可靠,宿命感,,,,B,V6_7_52_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,public spoiler-safe character evidence
C484,文斯·卢根,蛇香之夜,成熟可靠,色气,高拉扯,,,,B,V6_7_52_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C485,罗兰·克莱德尔,蛇香之夜,精英感,腹黑,刺激型,,,,B,V6_7_52_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C486,麟皇骊,蛇香之夜,强者感,危险系,强占有,,,,B,V6_7_52_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C487,麟希骊,蛇香之夜,少年感,反差萌,高拉扯,,,,B,V6_7_52_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C488,莱扎尔·沙纳沙,蛇香之夜,成熟可靠,神秘系,唯一例外,,,,B,V6_7_52_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C489,杰米尔,蛇香之夜,阳光,色气,直球主动,,,,B,V6_7_52_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C490,雷欧,花之女王,热血,强者感,强守护,,,,B,V6_7_52_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C491,吉斯兰,花之女王,冷感,理性沉稳,慢热,,,,B,V6_7_52_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C492,路易,花之女王,冷感,精英感,高拉扯,,,,B,V6_7_52_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C493,奥菲,花之女王,阳光,少年感,陪伴成长,,,,B,V6_7_52_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C494,尤贝尔,花之女王,腹黑,神秘系,宿命感,,,,B,V6_7_52_USER_CATALOG_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public evidence
C495,姐崎隼,我的超级现充生活,傲娇,阳光,高拉扯,,,,A,V6_7_53_USER_REQUESTED_WATAJU_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public character evidence
C496,仓口步,我的超级现充生活,低表达,脆弱感,慢热,,,,A,V6_7_53_USER_REQUESTED_WATAJU_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public character evidence
C497,星名穗积,我的超级现充生活,毒舌,反差萌,欢喜冤家,,,,A,V6_7_53_USER_REQUESTED_WATAJU_EXPANSION,AUTO_PASS,AUTO_PASS,official spoiler-safe public character evidence
